# test name,category,real vulnerability,CWE
# Rust SAST Benchmark v0.5.0
# 1252 test cases (625 TP, 627 TN), 25 categories, 4 frameworks (actix-web, axum, rocket, warp)
# Batch B: crypto (26 new)
testcodeCrypto016,crypto,true,327
testcodeCrypto017,crypto,true,327
testcodeCrypto018,crypto,true,327
testcodeCrypto019,crypto,true,327
testcodeCrypto020,crypto,true,327
testcodeCrypto021,crypto,true,327
testcodeCrypto022,crypto,true,327
testcodeCrypto023,crypto,true,327
testcodeCrypto024,crypto,true,327
testcodeCrypto025,crypto,true,327
testcodeCrypto026,crypto,true,327
testcodeCrypto027,crypto,true,347
testcodeCrypto028,crypto,true,327
testcodeCrypto029,crypto,false,327
testcodeCrypto030,crypto,false,327
testcodeCrypto031,crypto,false,327
testcodeCrypto032,crypto,false,327
testcodeCrypto033,crypto,false,327
testcodeCrypto034,crypto,false,327
testcodeCrypto035,crypto,false,327
testcodeCrypto036,crypto,false,327
testcodeCrypto037,crypto,false,327
testcodeCrypto038,crypto,false,327
testcodeCrypto039,crypto,false,327
testcodeCrypto040,crypto,false,327
testcodeCrypto041,crypto,false,327
# Batch B: deserial (26 new)
testcodeDeser022,deserial,true,502
testcodeDeser023,deserial,true,502
testcodeDeser024,deserial,true,502
testcodeDeser025,deserial,true,502
testcodeDeser026,deserial,true,502
testcodeDeser027,deserial,true,502
testcodeDeser028,deserial,true,502
testcodeDeser029,deserial,true,502
testcodeDeser030,deserial,true,502
testcodeDeser031,deserial,true,502
testcodeDeser032,deserial,true,502
testcodeDeser033,deserial,true,502
testcodeDeser034,deserial,true,502
testcodeDeser035,deserial,false,502
testcodeDeser036,deserial,false,502
testcodeDeser037,deserial,false,502
testcodeDeser038,deserial,false,502
testcodeDeser039,deserial,false,502
testcodeDeser040,deserial,false,502
testcodeDeser041,deserial,false,502
testcodeDeser042,deserial,false,502
testcodeDeser043,deserial,false,502
testcodeDeser044,deserial,false,502
testcodeDeser045,deserial,false,502
testcodeDeser046,deserial,false,502
testcodeDeser047,deserial,false,502
# Batch B: infodisclosure (26 new)
testcodeInfodisclosure022,infodisclosure,true,209
testcodeInfodisclosure023,infodisclosure,true,209
testcodeInfodisclosure024,infodisclosure,true,200
testcodeInfodisclosure025,infodisclosure,true,200
testcodeInfodisclosure026,infodisclosure,true,532
testcodeInfodisclosure027,infodisclosure,true,532
testcodeInfodisclosure028,infodisclosure,true,209
testcodeInfodisclosure029,infodisclosure,true,200
testcodeInfodisclosure030,infodisclosure,true,532
testcodeInfodisclosure031,infodisclosure,true,200
testcodeInfodisclosure032,infodisclosure,true,209
testcodeInfodisclosure033,infodisclosure,true,532
testcodeInfodisclosure034,infodisclosure,true,200
testcodeInfodisclosure035,infodisclosure,false,209
testcodeInfodisclosure036,infodisclosure,false,209
testcodeInfodisclosure037,infodisclosure,false,532
testcodeInfodisclosure038,infodisclosure,false,200
testcodeInfodisclosure039,infodisclosure,false,200
testcodeInfodisclosure040,infodisclosure,false,209
testcodeInfodisclosure041,infodisclosure,false,532
testcodeInfodisclosure042,infodisclosure,false,200
testcodeInfodisclosure043,infodisclosure,false,209
testcodeInfodisclosure044,infodisclosure,false,209
testcodeInfodisclosure045,infodisclosure,false,209
testcodeInfodisclosure046,infodisclosure,false,209
testcodeInfodisclosure047,infodisclosure,false,200
# Batch B: inputval (26 new)
testcodeInputval024,inputval,true,20
testcodeInputval025,inputval,true,20
testcodeInputval026,inputval,true,20
testcodeInputval027,inputval,true,20
testcodeInputval028,inputval,true,20
testcodeInputval029,inputval,true,20
testcodeInputval030,inputval,true,20
testcodeInputval031,inputval,true,20
testcodeInputval032,inputval,true,20
testcodeInputval033,inputval,true,20
testcodeInputval034,inputval,true,20
testcodeInputval035,inputval,true,20
testcodeInputval036,inputval,true,20
testcodeInputval037,inputval,false,20
testcodeInputval038,inputval,false,20
testcodeInputval039,inputval,false,20
testcodeInputval040,inputval,false,20
testcodeInputval041,inputval,false,20
testcodeInputval042,inputval,false,20
testcodeInputval043,inputval,false,20
testcodeInputval044,inputval,false,20
testcodeInputval045,inputval,false,20
testcodeInputval046,inputval,false,20
testcodeInputval047,inputval,false,20
testcodeInputval048,inputval,false,20
testcodeInputval049,inputval,false,20
# Batch B: intoverflow (26 new)
testcodeIntoverflow022,intoverflow,true,190
testcodeIntoverflow023,intoverflow,true,190
testcodeIntoverflow024,intoverflow,true,190
testcodeIntoverflow025,intoverflow,true,190
testcodeIntoverflow026,intoverflow,true,190
testcodeIntoverflow027,intoverflow,true,190
testcodeIntoverflow028,intoverflow,true,190
testcodeIntoverflow029,intoverflow,true,190
testcodeIntoverflow030,intoverflow,true,190
testcodeIntoverflow031,intoverflow,true,190
testcodeIntoverflow032,intoverflow,true,190
testcodeIntoverflow033,intoverflow,true,190
testcodeIntoverflow034,intoverflow,true,190
testcodeIntoverflow035,intoverflow,false,190
testcodeIntoverflow036,intoverflow,false,190
testcodeIntoverflow037,intoverflow,false,190
testcodeIntoverflow038,intoverflow,false,190
testcodeIntoverflow039,intoverflow,false,190
testcodeIntoverflow040,intoverflow,false,190
testcodeIntoverflow041,intoverflow,false,190
testcodeIntoverflow042,intoverflow,false,190
testcodeIntoverflow043,intoverflow,false,190
testcodeIntoverflow044,intoverflow,false,190
testcodeIntoverflow045,intoverflow,false,190
testcodeIntoverflow046,intoverflow,false,190
testcodeIntoverflow047,intoverflow,false,190
# Batch B: memsafety (26 new)
testcodeMemsafety014,memsafety,true,119
testcodeMemsafety015,memsafety,true,119
testcodeMemsafety016,memsafety,true,119
testcodeMemsafety017,memsafety,true,119
testcodeMemsafety018,memsafety,true,119
testcodeMemsafety019,memsafety,true,119
testcodeMemsafety020,memsafety,true,119
testcodeMemsafety021,memsafety,true,119
testcodeMemsafety022,memsafety,true,119
testcodeMemsafety023,memsafety,true,119
testcodeMemsafety024,memsafety,true,119
testcodeMemsafety025,memsafety,true,119
testcodeMemsafety026,memsafety,true,119
testcodeMemsafety027,memsafety,false,119
testcodeMemsafety028,memsafety,false,119
testcodeMemsafety029,memsafety,false,119
testcodeMemsafety030,memsafety,false,119
testcodeMemsafety031,memsafety,false,119
testcodeMemsafety032,memsafety,false,119
testcodeMemsafety033,memsafety,false,119
testcodeMemsafety034,memsafety,false,119
testcodeMemsafety035,memsafety,false,119
testcodeMemsafety036,memsafety,false,119
testcodeMemsafety037,memsafety,false,119
testcodeMemsafety038,memsafety,false,119
testcodeMemsafety039,memsafety,false,119
# Batch B: redos (26 new)
testcodeRedos023,redos,true,1333
testcodeRedos024,redos,true,1333
testcodeRedos025,redos,true,1333
testcodeRedos026,redos,true,1333
testcodeRedos027,redos,true,1333
testcodeRedos028,redos,true,1333
testcodeRedos029,redos,true,1333
testcodeRedos030,redos,true,1333
testcodeRedos031,redos,true,1333
testcodeRedos032,redos,true,1333
testcodeRedos033,redos,true,1333
testcodeRedos034,redos,true,1333
testcodeRedos035,redos,true,1333
testcodeRedos036,redos,false,1333
testcodeRedos037,redos,false,1333
testcodeRedos038,redos,false,1333
testcodeRedos039,redos,false,1333
testcodeRedos040,redos,false,1333
testcodeRedos041,redos,false,1333
testcodeRedos042,redos,false,1333
testcodeRedos043,redos,false,1333
testcodeRedos044,redos,false,1333
testcodeRedos045,redos,false,1333
testcodeRedos046,redos,false,1333
testcodeRedos047,redos,false,1333
testcodeRedos048,redos,false,1333
# Batch B: weakrand (26 new)
testcodeWeakrand020,weakrand,true,330
testcodeWeakrand021,weakrand,true,330
testcodeWeakrand022,weakrand,true,330
testcodeWeakrand023,weakrand,true,330
testcodeWeakrand024,weakrand,true,330
testcodeWeakrand025,weakrand,true,330
testcodeWeakrand026,weakrand,true,330
testcodeWeakrand027,weakrand,true,330
testcodeWeakrand028,weakrand,true,330
testcodeWeakrand029,weakrand,true,330
testcodeWeakrand030,weakrand,true,330
testcodeWeakrand031,weakrand,true,330
testcodeWeakrand032,weakrand,true,330
testcodeWeakrand033,weakrand,false,330
testcodeWeakrand034,weakrand,false,330
testcodeWeakrand035,weakrand,false,330
testcodeWeakrand036,weakrand,false,330
testcodeWeakrand037,weakrand,false,330
testcodeWeakrand038,weakrand,false,330
testcodeWeakrand039,weakrand,false,330
testcodeWeakrand040,weakrand,false,330
testcodeWeakrand041,weakrand,false,330
testcodeWeakrand042,weakrand,false,330
testcodeWeakrand043,weakrand,false,330
testcodeWeakrand044,weakrand,false,330
testcodeWeakrand045,weakrand,false,330
# Batch B: xss (26 new)
testcodeXss021,xss,true,79
testcodeXss022,xss,true,79
testcodeXss023,xss,true,79
testcodeXss024,xss,true,79
testcodeXss025,xss,true,79
testcodeXss026,xss,true,79
testcodeXss027,xss,true,79
testcodeXss028,xss,true,79
testcodeXss029,xss,true,79
testcodeXss030,xss,true,79
testcodeXss031,xss,true,79
testcodeXss032,xss,true,79
testcodeXss033,xss,true,79
testcodeXss034,xss,false,79
testcodeXss035,xss,false,79
testcodeXss036,xss,false,79
testcodeXss037,xss,false,79
testcodeXss038,xss,false,79
testcodeXss039,xss,false,79
testcodeXss040,xss,false,79
testcodeXss041,xss,false,79
testcodeXss042,xss,false,79
testcodeXss043,xss,false,79
testcodeXss044,xss,false,79
testcodeXss045,xss,false,79
testcodeXss046,xss,false,79
# Batch B: hardcodedcreds (28 new: 13 TP + 15 TN)
testcodeHardcodedcreds021,hardcodedcreds,true,798
testcodeHardcodedcreds022,hardcodedcreds,true,798
testcodeHardcodedcreds023,hardcodedcreds,true,798
testcodeHardcodedcreds024,hardcodedcreds,true,798
testcodeHardcodedcreds025,hardcodedcreds,true,798
testcodeHardcodedcreds026,hardcodedcreds,true,798
testcodeHardcodedcreds027,hardcodedcreds,true,798
testcodeHardcodedcreds028,hardcodedcreds,true,798
testcodeHardcodedcreds029,hardcodedcreds,true,798
testcodeHardcodedcreds030,hardcodedcreds,true,798
testcodeHardcodedcreds031,hardcodedcreds,true,798
testcodeHardcodedcreds032,hardcodedcreds,true,798
testcodeHardcodedcreds033,hardcodedcreds,true,798
testcodeHardcodedcreds034,hardcodedcreds,false,798
testcodeHardcodedcreds035,hardcodedcreds,false,798
testcodeHardcodedcreds036,hardcodedcreds,false,798
testcodeHardcodedcreds037,hardcodedcreds,false,798
testcodeHardcodedcreds038,hardcodedcreds,false,798
testcodeHardcodedcreds039,hardcodedcreds,false,798
testcodeHardcodedcreds040,hardcodedcreds,false,798
testcodeHardcodedcreds041,hardcodedcreds,false,798
testcodeHardcodedcreds042,hardcodedcreds,false,798
testcodeHardcodedcreds043,hardcodedcreds,false,798
testcodeHardcodedcreds044,hardcodedcreds,false,798
testcodeHardcodedcreds045,hardcodedcreds,false,798
testcodeHardcodedcreds046,hardcodedcreds,false,798
testcodeHardcodedcreds047,hardcodedcreds,false,798
testcodeHardcodedcreds048,hardcodedcreds,false,798
# Batch C: sqli (2 new TP)
testcodeSqli015,sqli,true,89
testcodeSqli016,sqli,true,89
# Batch C: cmdi (20 new: 11 TP + 9 TN)
testcodeCmdi015,cmdi,true,78
testcodeCmdi016,cmdi,true,78
testcodeCmdi017,cmdi,true,78
testcodeCmdi018,cmdi,true,78
testcodeCmdi019,cmdi,true,78
testcodeCmdi020,cmdi,true,78
testcodeCmdi021,cmdi,true,78
testcodeCmdi022,cmdi,true,78
testcodeCmdi023,cmdi,true,78
testcodeCmdi024,cmdi,true,78
testcodeCmdi025,cmdi,true,78
testcodeCmdi026,cmdi,false,78
testcodeCmdi027,cmdi,false,78
testcodeCmdi028,cmdi,false,78
testcodeCmdi029,cmdi,false,78
testcodeCmdi030,cmdi,false,78
testcodeCmdi031,cmdi,false,78
testcodeCmdi032,cmdi,false,78
testcodeCmdi033,cmdi,false,78
testcodeCmdi034,cmdi,false,78
# Batch C: pathtraver (22 new: 11 TP + 11 TN)
testcodePathtraver017,pathtraver,true,22
testcodePathtraver018,pathtraver,true,22
testcodePathtraver019,pathtraver,true,22
testcodePathtraver020,pathtraver,true,22
testcodePathtraver021,pathtraver,true,22
testcodePathtraver022,pathtraver,true,22
testcodePathtraver023,pathtraver,true,22
testcodePathtraver024,pathtraver,true,22
testcodePathtraver025,pathtraver,true,22
testcodePathtraver026,pathtraver,true,22
testcodePathtraver027,pathtraver,true,22
testcodePathtraver028,pathtraver,false,22
testcodePathtraver029,pathtraver,false,22
testcodePathtraver030,pathtraver,false,22
testcodePathtraver031,pathtraver,false,22
testcodePathtraver032,pathtraver,false,22
testcodePathtraver033,pathtraver,false,22
testcodePathtraver034,pathtraver,false,22
testcodePathtraver035,pathtraver,false,22
testcodePathtraver036,pathtraver,false,22
testcodePathtraver037,pathtraver,false,22
testcodePathtraver038,pathtraver,false,22
# Batch C: ssrf (25 new: 13 TP + 12 TN)
testcodeSsrf014,ssrf,true,918
testcodeSsrf015,ssrf,true,918
testcodeSsrf016,ssrf,true,918
testcodeSsrf017,ssrf,true,918
testcodeSsrf018,ssrf,true,918
testcodeSsrf019,ssrf,true,918
testcodeSsrf020,ssrf,true,918
testcodeSsrf021,ssrf,true,918
testcodeSsrf022,ssrf,true,918
testcodeSsrf023,ssrf,true,918
testcodeSsrf024,ssrf,true,918
testcodeSsrf025,ssrf,true,918
testcodeSsrf026,ssrf,true,918
testcodeSsrf027,ssrf,false,918
testcodeSsrf028,ssrf,false,918
testcodeSsrf029,ssrf,false,918
testcodeSsrf030,ssrf,false,918
testcodeSsrf031,ssrf,false,918
testcodeSsrf032,ssrf,false,918
testcodeSsrf033,ssrf,false,918
testcodeSsrf034,ssrf,false,918
testcodeSsrf035,ssrf,false,918
testcodeSsrf036,ssrf,false,918
testcodeSsrf037,ssrf,false,918
testcodeSsrf038,ssrf,false,918
# Batch D: 5 new categories (250 entries)
# Batch D: authnfailure (25 TP + 25 TN)
testcodeAuthnfailure001,authnfailure,true,287
testcodeAuthnfailure002,authnfailure,true,287
testcodeAuthnfailure003,authnfailure,true,287
testcodeAuthnfailure004,authnfailure,true,287
testcodeAuthnfailure005,authnfailure,true,287
testcodeAuthnfailure006,authnfailure,true,287
testcodeAuthnfailure007,authnfailure,true,287
testcodeAuthnfailure008,authnfailure,true,287
testcodeAuthnfailure009,authnfailure,true,287
testcodeAuthnfailure010,authnfailure,true,287
testcodeAuthnfailure011,authnfailure,true,287
testcodeAuthnfailure012,authnfailure,true,287
testcodeAuthnfailure013,authnfailure,true,287
testcodeAuthnfailure014,authnfailure,true,287
testcodeAuthnfailure015,authnfailure,true,287
testcodeAuthnfailure016,authnfailure,true,287
testcodeAuthnfailure017,authnfailure,true,287
testcodeAuthnfailure018,authnfailure,true,287
testcodeAuthnfailure019,authnfailure,true,287
testcodeAuthnfailure020,authnfailure,true,287
testcodeAuthnfailure021,authnfailure,true,287
testcodeAuthnfailure022,authnfailure,true,287
testcodeAuthnfailure023,authnfailure,true,287
testcodeAuthnfailure024,authnfailure,true,287
testcodeAuthnfailure025,authnfailure,true,287
testcodeAuthnfailure026,authnfailure,false,287
testcodeAuthnfailure027,authnfailure,false,287
testcodeAuthnfailure028,authnfailure,false,287
testcodeAuthnfailure029,authnfailure,false,287
testcodeAuthnfailure030,authnfailure,false,287
testcodeAuthnfailure031,authnfailure,false,287
testcodeAuthnfailure032,authnfailure,false,287
testcodeAuthnfailure033,authnfailure,false,287
testcodeAuthnfailure034,authnfailure,false,287
testcodeAuthnfailure035,authnfailure,false,287
testcodeAuthnfailure036,authnfailure,false,287
testcodeAuthnfailure037,authnfailure,false,287
testcodeAuthnfailure038,authnfailure,false,287
testcodeAuthnfailure039,authnfailure,false,287
testcodeAuthnfailure040,authnfailure,false,287
testcodeAuthnfailure041,authnfailure,false,287
testcodeAuthnfailure042,authnfailure,false,287
testcodeAuthnfailure043,authnfailure,false,287
testcodeAuthnfailure044,authnfailure,false,287
testcodeAuthnfailure045,authnfailure,false,287
testcodeAuthnfailure046,authnfailure,false,287
testcodeAuthnfailure047,authnfailure,false,287
testcodeAuthnfailure048,authnfailure,false,287
testcodeAuthnfailure049,authnfailure,false,287
testcodeAuthnfailure050,authnfailure,false,287
# Batch D: csrf (25 TP + 25 TN)
testcodeCsrf001,csrf,true,352
testcodeCsrf002,csrf,true,352
testcodeCsrf003,csrf,true,352
testcodeCsrf004,csrf,true,352
testcodeCsrf005,csrf,true,352
testcodeCsrf006,csrf,true,352
testcodeCsrf007,csrf,true,352
testcodeCsrf008,csrf,true,352
testcodeCsrf009,csrf,true,352
testcodeCsrf010,csrf,true,352
testcodeCsrf011,csrf,true,352
testcodeCsrf012,csrf,true,352
testcodeCsrf013,csrf,true,352
testcodeCsrf014,csrf,true,352
testcodeCsrf015,csrf,true,352
testcodeCsrf016,csrf,true,352
testcodeCsrf017,csrf,true,352
testcodeCsrf018,csrf,true,352
testcodeCsrf019,csrf,true,352
testcodeCsrf020,csrf,true,352
testcodeCsrf021,csrf,true,352
testcodeCsrf022,csrf,true,352
testcodeCsrf023,csrf,true,352
testcodeCsrf024,csrf,true,352
testcodeCsrf025,csrf,true,352
testcodeCsrf026,csrf,false,352
testcodeCsrf027,csrf,false,352
testcodeCsrf028,csrf,false,352
testcodeCsrf029,csrf,false,352
testcodeCsrf030,csrf,false,352
testcodeCsrf031,csrf,false,352
testcodeCsrf032,csrf,false,352
testcodeCsrf033,csrf,false,352
testcodeCsrf034,csrf,false,352
testcodeCsrf035,csrf,false,352
testcodeCsrf036,csrf,false,352
testcodeCsrf037,csrf,false,352
testcodeCsrf038,csrf,false,352
testcodeCsrf039,csrf,false,352
testcodeCsrf040,csrf,false,352
testcodeCsrf041,csrf,false,352
testcodeCsrf042,csrf,false,352
testcodeCsrf043,csrf,false,352
testcodeCsrf044,csrf,false,352
testcodeCsrf045,csrf,false,352
testcodeCsrf046,csrf,false,352
testcodeCsrf047,csrf,false,352
testcodeCsrf048,csrf,false,352
testcodeCsrf049,csrf,false,352
testcodeCsrf050,csrf,false,352
# Batch D: authzfailure (25 TP + 25 TN)
testcodeAuthzfailure001,authzfailure,true,285
testcodeAuthzfailure002,authzfailure,true,285
testcodeAuthzfailure003,authzfailure,true,285
testcodeAuthzfailure004,authzfailure,true,285
testcodeAuthzfailure005,authzfailure,true,285
testcodeAuthzfailure006,authzfailure,true,285
testcodeAuthzfailure007,authzfailure,true,285
testcodeAuthzfailure008,authzfailure,true,285
testcodeAuthzfailure009,authzfailure,true,285
testcodeAuthzfailure010,authzfailure,true,285
testcodeAuthzfailure011,authzfailure,true,285
testcodeAuthzfailure012,authzfailure,true,285
testcodeAuthzfailure013,authzfailure,true,285
testcodeAuthzfailure014,authzfailure,true,285
testcodeAuthzfailure015,authzfailure,true,285
testcodeAuthzfailure016,authzfailure,true,285
testcodeAuthzfailure017,authzfailure,true,285
testcodeAuthzfailure018,authzfailure,true,285
testcodeAuthzfailure019,authzfailure,true,285
testcodeAuthzfailure020,authzfailure,true,285
testcodeAuthzfailure021,authzfailure,true,285
testcodeAuthzfailure022,authzfailure,true,285
testcodeAuthzfailure023,authzfailure,true,285
testcodeAuthzfailure024,authzfailure,true,285
testcodeAuthzfailure025,authzfailure,true,285
testcodeAuthzfailure026,authzfailure,false,285
testcodeAuthzfailure027,authzfailure,false,285
testcodeAuthzfailure028,authzfailure,false,285
testcodeAuthzfailure029,authzfailure,false,285
testcodeAuthzfailure030,authzfailure,false,285
testcodeAuthzfailure031,authzfailure,false,285
testcodeAuthzfailure032,authzfailure,false,285
testcodeAuthzfailure033,authzfailure,false,285
testcodeAuthzfailure034,authzfailure,false,285
testcodeAuthzfailure035,authzfailure,false,285
testcodeAuthzfailure036,authzfailure,false,285
testcodeAuthzfailure037,authzfailure,false,285
testcodeAuthzfailure038,authzfailure,false,285
testcodeAuthzfailure039,authzfailure,false,285
testcodeAuthzfailure040,authzfailure,false,285
testcodeAuthzfailure041,authzfailure,false,285
testcodeAuthzfailure042,authzfailure,false,285
testcodeAuthzfailure043,authzfailure,false,285
testcodeAuthzfailure044,authzfailure,false,285
testcodeAuthzfailure045,authzfailure,false,285
testcodeAuthzfailure046,authzfailure,false,285
testcodeAuthzfailure047,authzfailure,false,285
testcodeAuthzfailure048,authzfailure,false,285
testcodeAuthzfailure049,authzfailure,false,285
testcodeAuthzfailure050,authzfailure,false,285
# Batch D: ldapi (25 TP + 25 TN)
testcodeLdapi001,ldapi,true,90
testcodeLdapi002,ldapi,true,90
testcodeLdapi003,ldapi,true,90
testcodeLdapi004,ldapi,true,90
testcodeLdapi005,ldapi,true,90
testcodeLdapi006,ldapi,true,90
testcodeLdapi007,ldapi,true,90
testcodeLdapi008,ldapi,true,90
testcodeLdapi009,ldapi,true,90
testcodeLdapi010,ldapi,true,90
testcodeLdapi011,ldapi,true,90
testcodeLdapi012,ldapi,true,90
testcodeLdapi013,ldapi,true,90
testcodeLdapi014,ldapi,true,90
testcodeLdapi015,ldapi,true,90
testcodeLdapi016,ldapi,true,90
testcodeLdapi017,ldapi,true,90
testcodeLdapi018,ldapi,true,90
testcodeLdapi019,ldapi,true,90
testcodeLdapi020,ldapi,true,90
testcodeLdapi021,ldapi,true,90
testcodeLdapi022,ldapi,true,90
testcodeLdapi023,ldapi,true,90
testcodeLdapi024,ldapi,true,90
testcodeLdapi025,ldapi,true,90
testcodeLdapi026,ldapi,false,90
testcodeLdapi027,ldapi,false,90
testcodeLdapi028,ldapi,false,90
testcodeLdapi029,ldapi,false,90
testcodeLdapi030,ldapi,false,90
testcodeLdapi031,ldapi,false,90
testcodeLdapi032,ldapi,false,90
testcodeLdapi033,ldapi,false,90
testcodeLdapi034,ldapi,false,90
testcodeLdapi035,ldapi,false,90
testcodeLdapi036,ldapi,false,90
testcodeLdapi037,ldapi,false,90
testcodeLdapi038,ldapi,false,90
testcodeLdapi039,ldapi,false,90
testcodeLdapi040,ldapi,false,90
testcodeLdapi041,ldapi,false,90
testcodeLdapi042,ldapi,false,90
testcodeLdapi043,ldapi,false,90
testcodeLdapi044,ldapi,false,90
testcodeLdapi045,ldapi,false,90
testcodeLdapi046,ldapi,false,90
testcodeLdapi047,ldapi,false,90
testcodeLdapi048,ldapi,false,90
testcodeLdapi049,ldapi,false,90
testcodeLdapi050,ldapi,false,90
# Batch D: nosql (25 TP + 25 TN)
testcodeNosql001,nosql,true,943
testcodeNosql002,nosql,true,943
testcodeNosql003,nosql,true,943
testcodeNosql004,nosql,true,943
testcodeNosql005,nosql,true,943
testcodeNosql006,nosql,true,943
testcodeNosql007,nosql,true,943
testcodeNosql008,nosql,true,943
testcodeNosql009,nosql,true,943
testcodeNosql010,nosql,true,943
testcodeNosql011,nosql,true,943
testcodeNosql012,nosql,true,943
testcodeNosql013,nosql,true,943
testcodeNosql014,nosql,true,943
testcodeNosql015,nosql,true,943
testcodeNosql016,nosql,true,943
testcodeNosql017,nosql,true,943
testcodeNosql018,nosql,true,943
testcodeNosql019,nosql,true,943
testcodeNosql020,nosql,true,943
testcodeNosql021,nosql,true,943
testcodeNosql022,nosql,true,943
testcodeNosql023,nosql,true,943
testcodeNosql024,nosql,true,943
testcodeNosql025,nosql,true,943
testcodeNosql026,nosql,false,943
testcodeNosql027,nosql,false,943
testcodeNosql028,nosql,false,943
testcodeNosql029,nosql,false,943
testcodeNosql030,nosql,false,943
testcodeNosql031,nosql,false,943
testcodeNosql032,nosql,false,943
testcodeNosql033,nosql,false,943
testcodeNosql034,nosql,false,943
testcodeNosql035,nosql,false,943
testcodeNosql036,nosql,false,943
testcodeNosql037,nosql,false,943
testcodeNosql038,nosql,false,943
testcodeNosql039,nosql,false,943
testcodeNosql040,nosql,false,943
testcodeNosql041,nosql,false,943
testcodeNosql042,nosql,false,943
testcodeNosql043,nosql,false,943
testcodeNosql044,nosql,false,943
testcodeNosql045,nosql,false,943
testcodeNosql046,nosql,false,943
testcodeNosql047,nosql,false,943
testcodeNosql048,nosql,false,943
testcodeNosql049,nosql,false,943
testcodeNosql050,nosql,false,943
